Unnamed: 0.1,Unnamed: 0,Latitude,Longitude,Sample Date,atran,green,drad,blue,emis,atmos_opacity,emsd,nir08,swir16,swir22,lwir,red,urad,trad,cdist
452,452.0,-27.671111,27.236944,05-03-2014,9095.0,10213.0,344.0,8956.5,9743.5,9.0,90.5,13323.0,10648.0,9193.0,43814.5,10837.0,622.0,8799.5,55.0
453,453.0,-29.033333,23.983333,05-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
454,454.0,-34.02861,22.22222,05-03-2014,7644.0,8635.0,895.0,7970.0,9845.0,9.0,105.5,16087.0,11942.0,9246.0,44439.0,8336.0,1829.0,9004.0,148.5
455,455.0,-33.13083,18.86278,05-03-2014,8036.0,11682.0,774.0,10041.0,9744.0,8.0,85.0,16570.0,16009.0,14245.5,45948.0,12903.0,1550.0,9524.5,1747.5
456,456.0,-25.45963889,28.26430556,05-03-2014,5896.0,10221.0,1420.0,9345.5,9636.0,237.0,176.0,17907.5,14413.5,11399.0,47527.5,10131.5,3064.0,9264.0,601.0
457,457.0,-22.769722,30.886944,06-03-2014,5901.0,9404.0,1480.0,8139.0,9620.0,,,18030.0,12884.0,9942.0,,9146.0,3236.0,9247.0,1400.0
458,458.0,-27.937778,31.209444,06-03-2014,6416.0,9099.5,1249.0,8295.0,-9999.0,10.0,-9999.0,16104.0,12847.0,10132.0,,8862.0,2711.5,8744.0,185.0
459,459.0,-26.648056,27.089444,06-03-2014,9204.0,9210.5,309.0,8148.5,9843.5,9.0,74.0,16764.0,13507.5,10269.0,43614.0,8831.0,548.0,8818.0,296.5
460,460.0,-26.970278,27.211111,06-03-2014,9171.0,10226.0,321.0,9135.0,9876.0,9.0,128.0,9625.0,7625.0,7549.0,42823.0,10916.0,573.0,8520.0,1617.0
461,461.0,-27.398611,26.614722,06-03-2014,9065.0,9307.5,357.0,8569.5,9816.5,9.0,62.0,15272.0,11814.0,10287.5,43769.5,9470.0,647.0,8836.5,122.0
462,462.0,-27.044444,27.005,06-03-2014,9130.0,9176.0,334.0,8177.0,9834.0,9.0,93.0,16748.5,13469.0,10172.0,43976.0,8971.0,600.0,8948.5,537.0
463,463.0,-29.651389,22.746389,06-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
464,464.0,-29.1825,23.575556,06-03-2014,6874.0,9815.5,1143.0,8888.5,9730.0,14.0,84.0,11724.0,10573.0,9148.0,45776.0,9814.0,2386.0,9153.0,537.5
465,465.0,-34.031944,22.053333,06-03-2014,7754.0,8331.0,853.0,7874.0,9652.0,9.0,81.0,11794.0,10604.0,9009.0,44786.0,8270.0,1731.0,9004.0,1396.0
466,466.0,-33.7075,18.97444444,06-03-2014,7826.0,9856.0,832.0,8954.0,9632.0,9.0,95.0,13687.0,13451.0,11977.0,45572.5,10307.5,1686.0,9283.0,74.5
467,467.0,-32.94583,18.33667,06-03-2014,8179.0,8997.5,710.0,8051.0,9622.0,,65.0,16326.5,11827.5,9641.5,,9061.5,1412.0,9063.5,1493.0
468,468.0,-28.058889,30.373611,06-03-2014,7175.0,9702.5,1003.0,8799.0,9675.0,52.5,86.0,15099.0,12698.0,9982.5,44416.0,9677.0,2089.0,8706.0,313.5
469,469.0,-28.404444,30.013056,07-03-2014,7145.0,9759.0,1018.0,8850.5,9863.0,42.5,23.0,15061.5,15286.0,11548.0,44953.0,9829.0,2122.5,9004.0,127.5
470,470.0,-28.116667,26.725278,07-03-2014,8997.5,9286.0,380.0,8347.0,9828.5,9.0,39.0,15606.5,12897.5,10396.5,44067.5,9171.0,696.0,8967.0,699.5
471,471.0,-29.651389,22.746389,07-03-2014,6987.5,10415.5,1138.5,9234.5,9653.0,,40.0,14204.5,16715.0,14383.5,,11432.0,2354.5,10397.5,7634.5
472,472.0,-34.005833,22.351111,07-03-2014,7702.0,9107.0,873.0,8272.0,9839.0,10.0,80.5,16000.0,13184.5,10303.0,45041.5,8791.5,1778.0,9208.5,182.0
473,473.0,-29.380556,30.2775,08-03-2014,7714.0,8642.5,867.0,8033.0,9707.0,43.0,71.0,13615.0,11088.0,8893.5,43925.0,8357.0,1743.0,8706.0,249.5
474,474.0,-26.45,28.085833,10-03-2014,6659.0,9830.0,1153.0,8975.0,9671.5,133.5,89.5,17783.0,13426.5,10049.5,45815.0,9588.5,2392.0,8967.0,428.0
475,475.0,-26.98472222,26.63227778,10-03-2014,9138.0,9222.5,332.0,8423.5,9703.0,9.0,77.0,16051.0,12943.0,10088.5,44346.0,9150.5,596.0,9004.0,253.0
476,476.0,-28.1175,26.719444,10-03-2014,8996.0,9669.0,381.0,8589.0,9797.5,9.0,54.0,14422.0,12482.5,10681.0,44309.0,9762.0,698.0,9004.0,710.5
477,477.0,-31.396,29.2651,10-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
478,478.0,-31.554722,29.245556,10-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
479,479.0,-27.01011111,26.69808333,11-03-2014,9104.0,9676.0,343.0,8869.0,9723.0,9.0,67.0,11853.5,9093.0,8254.5,43149.0,10079.0,619.0,8539.0,106.5
480,480.0,-24.183889,30.823889,11-03-2014,5875.5,9489.0,1508.5,8385.5,9663.0,,48.5,13786.5,11620.5,9874.0,,9299.0,3299.5,9168.5,3789.0
481,481.0,-26.861111,28.884722,11-03-2014,7462.0,9485.0,921.0,8404.0,9570.5,240.5,,18200.5,13195.5,10225.5,45028.0,9123.5,1861.0,9022.5,661.5
482,482.0,-26.648056,27.089444,11-03-2014,9204.0,9210.5,309.0,8148.5,9843.5,9.0,74.0,16764.0,13507.5,10269.0,43614.0,8831.0,548.0,8818.0,296.5
483,483.0,-26.970278,27.211111,11-03-2014,9171.0,10226.0,321.0,9135.0,9876.0,9.0,128.0,9625.0,7625.0,7549.0,42823.0,10916.0,573.0,8520.0,1617.0
484,484.0,-26.880278,26.965,11-03-2014,9165.0,9360.5,323.0,8444.0,9803.0,9.0,118.0,15278.0,15014.0,12228.0,44828.0,9345.5,577.0,9283.0,714.5
485,485.0,-26.98472222,26.63227778,11-03-2014,9138.0,9222.5,332.0,8423.5,9703.0,9.0,77.0,16051.0,12943.0,10088.5,44346.0,9150.5,596.0,9004.0,253.0
486,486.0,-27.902778,24.615556,02-08-2012,-355.0,4850.0,-4863.0,4532.0,-141.5,-4995.5,-4960.5,5369.0,5605.0,5050.0,20857.0,5148.0,-4760.0,-1018.5,-4681.5
487,487.0,-27.044444,27.005,11-03-2014,9130.0,9176.0,334.0,8177.0,9834.0,9.0,93.0,16748.5,13469.0,10172.0,43976.0,8971.0,600.0,8948.5,537.0
488,488.0,-30.568333,29.422778,11-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
489,489.0,-30.570833,29.150556,11-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
490,490.0,-31.104278,29.399722,11-03-2014,6773.0,9295.5,1225.0,8414.5,9751.0,79.0,26.0,12921.5,9582.0,8326.5,43459.5,9064.5,2612.0,8632.0,1619.5
491,491.0,-34.092222,21.295278,11-03-2014,7556.0,9898.5,954.0,8825.5,9810.5,12.5,99.0,17526.5,17571.0,13451.5,46011.5,10463.0,1980.0,9599.0,399.5
492,492.0,-29.161667,23.696389,12-03-2014,6840.0,9855.0,1186.0,8426.5,9904.0,,90.0,7643.5,7574.5,7544.5,,9151.5,2469.0,8910.5,21.5
493,493.0,-28.7115,24.07288889,12-03-2014,6512.0,11024.5,1273.0,9032.5,9648.0,,72.0,14808.0,14713.5,13786.5,,11411.5,2683.0,6584.0,
494,494.0,-29.641944,30.6875,12-03-2014,6073.5,8989.5,1430.5,8174.5,-9999.0,59.0,-9999.0,16001.0,12360.0,9483.0,,8818.0,3199.0,9078.0,2013.0
495,495.0,-27.902778,24.615556,20-06-2013,9026.0,10327.5,359.0,9041.5,9736.0,,78.0,14685.0,17484.0,14929.5,,11519.5,660.0,8331.5,1446.5
496,496.0,-24.034167,31.123611,12-03-2014,5345.0,9090.0,1635.0,8407.0,9643.0,86.0,37.5,16328.0,12171.0,9460.5,44962.0,8725.5,3729.0,8781.0,160.5
497,497.0,-28.44555556,32.325,07-05-2014,7176.0,9472.5,1104.0,8308.5,9841.5,,,19741.0,12878.5,9961.0,,9145.0,2351.5,9062.5,973.0
498,498.0,-28.75,30.442778,12-03-2014,6597.0,12405.0,1268.0,11375.5,9684.0,93.5,88.0,17104.5,15433.5,13437.5,41893.0,12751.0,2724.0,8092.5,
499,499.0,-29.161667,30.629722,12-03-2014,7387.0,10280.5,984.5,9343.5,9809.5,27.5,71.0,17246.5,14868.5,12025.0,43647.0,10266.5,2033.0,8669.0,18.5
500,500.0,-27.02314,28.59389,12-03-2014,8376.0,9479.0,591.0,8544.5,9756.0,,,10563.5,10008.0,8984.5,,9586.0,1140.0,8731.5,200.5
501,501.0,-27.273889,28.49,12-03-2014,8435.5,8891.0,572.0,7905.0,9839.0,,24.5,11943.5,9107.0,8198.0,,8794.5,1097.5,8488.5,200.0
502,502.0,-27.4275,28.525833,12-03-2014,8478.5,9135.5,557.0,8396.0,-9999.0,,-9999.0,13743.0,14434.5,12144.5,,9636.5,1065.5,8725.0,1045.0
503,503.0,-27.3,28.586944,12-03-2014,8460.5,9552.0,562.5,8435.0,-9999.0,,-9999.0,16119.5,14692.5,11515.0,,10006.5,1077.5,8988.5,809.0
504,504.0,-27.902778,24.615556,02-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
505,505.0,-27.935,26.126667,12-03-2014,8981.5,9758.0,386.5,8630.0,9623.0,10.0,77.5,15357.0,14508.0,11891.5,44510.0,9985.0,709.0,8930.0,833.5
506,506.0,-28.141944,26.417778,12-03-2014,8978.0,9374.0,388.0,8531.5,9707.0,9.0,48.5,16383.5,14264.0,11359.5,44427.0,9250.0,712.0,9022.5,2408.0
507,507.0,-29.651389,22.746389,12-03-2014,6988.5,10411.0,1138.5,9218.0,9653.0,,40.0,14209.5,16725.0,14394.5,,11450.5,2353.5,10397.5,291.0
508,508.0,-31.031389,28.883333,12-03-2014,7487.0,10369.0,967.0,9275.0,9712.0,9.0,40.0,11271.5,10117.0,9000.5,44777.5,10789.0,1972.0,9041.0,4109.5
509,509.0,-30.86013889,29.07125,12-03-2014,7497.0,10343.5,964.0,9184.0,9842.0,20.5,31.5,13087.5,10996.5,9379.5,44543.0,10936.5,1966.0,9022.5,2453.5
510,510.0,-30.77586667,29.03221667,12-03-2014,-1222.5,,-4531.5,,-9999.0,-9999.0,-9999.0,,,,,,-4048.5,-553.5,-9999.0
511,511.0,-27.902778,24.615556,23-05-2014,8845.0,10123.0,443.0,8760.5,9736.0,,78.0,14896.5,14788.0,12319.0,,10980.5,830.0,8104.5,1704.5
512,512.0,-28.338333,31.373611,12-03-2014,5695.0,10694.0,1539.0,9183.5,9880.0,12.0,,11031.0,9061.0,8376.0,44029.0,11392.0,3452.0,8744.0,235.5
513,513.0,-28.068333,31.55,12-03-2014,-2394.0,4507.5,-4157.5,4014.5,-127.5,-4992.5,-4999.5,7692.5,6070.0,4980.5,22579.0,4372.5,-3069.5,-553.5,-3955.0
514,514.0,-24.679167,30.8025,13-03-2014,7222.0,9260.5,1017.0,8142.0,9722.0,,,15164.0,14025.5,11334.5,,9558.5,2100.0,9135.0,360.0
515,515.0,-25.20639,27.558,13-03-2014,8895.5,9932.0,455.0,8767.5,9619.0,14.5,54.0,13187.5,11001.0,9409.0,44323.5,10392.0,853.5,8967.0,383.5
516,516.0,-27.573056,24.746389,13-03-2014,8261.0,9344.5,685.0,8182.0,9694.0,,68.0,15581.0,13279.5,10609.5,,9344.0,1340.0,9700.0,119.5
517,517.0,-31.394444,20.947222,13-03-2014,8565.0,10551.5,548.0,9208.5,9683.0,8.0,48.0,17553.5,15370.0,12733.0,46259.5,11198.0,1034.0,9674.0,5522.0
518,518.0,-33.08883333,19.21878333,13-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
519,519.0,-33.897778,20.012778,13-03-2014,7023.0,8494.0,1088.0,7732.0,9664.0,,42.0,14272.0,10367.0,8699.0,,8146.0,2307.0,9043.0,146.0
520,520.0,-27.902778,24.615556,14-03-2014,8516.0,9641.5,593.0,7896.0,9736.0,,78.0,18740.5,12483.0,9710.5,,8892.0,1143.0,9548.5,2157.5
521,521.0,-27.573056,24.746389,15-03-2014,8261.0,9344.5,685.0,8182.0,9694.0,,68.0,15581.0,13279.5,10609.5,,9344.0,1340.0,9700.0,119.5
522,522.0,-28.96362,19.15486,15-03-2014,8170.0,9617.0,710.0,8385.0,9763.5,,57.0,8620.0,9045.0,8474.5,,9378.0,1396.0,9989.0,1740.5
523,523.0,-27.902778,24.615556,21-11-2014,7254.0,10715.0,1021.0,9309.5,9716.0,8.0,78.0,17381.0,16458.0,13137.0,47824.0,10724.0,2063.0,9952.5,2029.0
524,524.0,-25.99136,27.84208,17-03-2014,9200.0,8847.0,321.0,8134.0,9671.0,9.0,39.0,14609.5,12614.0,9951.5,44072.5,8943.5,571.5,8873.5,437.5
525,525.0,-28.735556,29.820556,17-03-2014,7211.0,9039.5,1016.0,7991.0,9743.0,,76.0,15360.5,11765.5,9097.0,,8735.5,2085.0,8735.0,1161.5
526,526.0,-26.73806,27.59194,17-03-2014,9219.0,10740.0,303.0,9648.0,9876.0,8.0,33.0,10873.0,8215.0,8015.0,42629.0,11240.0,536.0,8446.0,309.5
527,527.0,-27.935,26.126667,17-03-2014,8981.5,9758.0,386.5,8630.0,9623.0,10.0,77.5,15357.0,14508.0,11891.5,44510.0,9985.0,709.0,8930.0,833.5
528,528.0,-28.1175,26.719444,17-03-2014,8996.0,9669.0,381.0,8589.0,9797.5,9.0,54.0,14422.0,12482.5,10681.0,44309.0,9762.0,698.0,9004.0,710.5
529,529.0,-28.116667,26.725278,17-03-2014,8997.5,9286.0,380.0,8347.0,9828.5,9.0,39.0,15606.5,12897.5,10396.5,44067.5,9171.0,696.0,8967.0,699.5
530,530.0,-29.042222,24.6,17-03-2014,9263.0,9179.5,306.0,8035.5,9796.0,,105.0,10494.0,9046.0,8234.5,,8579.5,541.0,9160.0,92.5
531,531.0,-29.033333,23.983333,17-03-2014,8137.0,9476.0,733.0,8476.0,9673.0,9.0,73.0,15266.0,12782.5,10582.0,45386.0,9799.0,1444.0,9302.0,1967.0
532,532.0,-23.658056,31.05,18-03-2014,5739.5,9088.0,1548.0,7766.0,9652.5,,,16290.5,12740.5,9971.5,,8739.5,3398.0,9204.5,3478.5
533,533.0,-23.281,30.54305556,18-03-2014,5834.0,9709.5,1496.0,8498.0,9566.0,,46.0,12993.0,12173.5,10359.5,,9781.0,3273.0,9266.0,4033.5
534,534.0,-27.169444,29.233889,18-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
535,535.0,-26.861111,28.884722,18-03-2014,8358.5,9302.0,594.5,8372.0,9569.0,,,16094.5,13992.0,11049.5,,9359.5,1147.5,8905.0,2436.0
536,536.0,-26.98472222,26.63227778,18-03-2014,9138.0,9222.5,332.0,8423.5,9703.0,9.0,77.0,16051.0,12943.0,10088.5,44346.0,9150.5,596.0,9004.0,253.0
537,537.0,-29.028629,24.638389,18-03-2014,9262.0,9541.0,307.0,8296.5,9659.0,,61.0,16007.5,12570.5,10835.5,,9391.5,542.0,9469.0,186.0
538,538.0,-33.38056,19.30167,18-03-2014,8448.0,10431.5,611.0,9396.0,9590.0,9.0,27.0,15068.5,16428.0,13466.0,45366.0,10892.5,1187.0,9283.0,184.0
539,539.0,-33.31388889,19.07472222,18-03-2014,8047.0,9230.5,769.0,8621.0,9712.0,8.0,55.0,14127.0,12977.0,10809.5,44922.0,9569.0,1539.0,9171.5,896.5
540,540.0,-25.45963889,28.26430556,18-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
541,541.0,-27.495556,26.074722,18-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
542,542.0,-25.447222,30.711667,18-03-2014,7057.0,8982.5,1097.5,8128.0,9687.0,,,15560.0,12455.0,9986.5,,8740.0,2293.0,9073.5,1423.5
543,543.0,-29.161667,23.696389,19-03-2014,9300.0,10411.5,295.0,8782.0,9904.0,,90.0,7467.5,7428.0,7429.0,,9638.0,516.0,9080.5,238.5
544,544.0,-27.01011111,26.69808333,19-03-2014,9104.0,9676.0,343.0,8869.0,9723.0,9.0,67.0,11853.5,9093.0,8254.5,43149.0,10079.0,619.0,8539.0,106.5
545,545.0,-25.81048333,27.90955222,19-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
546,546.0,-27.363611,31.783333,19-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
547,547.0,-26.648056,27.089444,19-03-2014,9204.0,9210.5,309.0,8148.5,9843.5,9.0,74.0,16764.0,13507.5,10269.0,43614.0,8831.0,548.0,8818.0,296.5
548,548.0,-26.970278,27.211111,19-03-2014,9171.0,10226.0,321.0,9135.0,9876.0,9.0,128.0,9625.0,7625.0,7549.0,42823.0,10916.0,573.0,8520.0,1617.0
549,549.0,-26.880278,26.965,19-03-2014,9165.0,9360.5,323.0,8444.0,9803.0,9.0,118.0,15278.0,15014.0,12228.0,44828.0,9345.5,577.0,9283.0,714.5
550,550.0,-27.044444,27.005,19-03-2014,9130.0,9176.0,334.0,8177.0,9834.0,9.0,93.0,16748.5,13469.0,10172.0,43976.0,8971.0,600.0,8948.5,537.0
551,551.0,-27.573056,24.746389,19-03-2014,8261.0,9344.5,685.0,8182.0,9694.0,,68.0,15581.0,13279.5,10609.5,,9344.0,1340.0,9700.0,119.5
552,552.0,-29.033333,23.983333,19-03-2014,9279.0,9689.0,303.0,8459.0,9692.0,,73.0,16703.5,13866.0,11791.0,,9823.5,534.0,9523.5,1105.5
553,553.0,-28.376944,24.303056,29-09-2011,8724.5,10836.5,489.0,10146.0,9724.5,231.0,93.5,14967.0,16385.5,13388.5,47253.0,11751.0,901.0,10138.5,1089.5
554,554.0,-28.376944,24.303056,20-11-2011,8856.0,11181.0,427.0,9881.0,9724.5,60.0,93.5,15728.0,16025.5,13309.0,46081.5,12029.0,780.0,9655.0,1046.5
555,555.0,-28.376944,24.303056,08-12-2011,8856.0,11181.0,427.0,9881.0,9724.5,60.0,93.5,15728.0,16025.5,13309.0,46081.5,12029.0,780.0,9655.0,1046.5
556,556.0,-32.595833,19.009444,19-03-2014,8207.0,9816.5,713.5,8800.0,9705.0,9.0,56.0,15726.0,13970.0,10939.0,45469.0,10046.0,1421.5,9431.5,951.5
557,557.0,-28.376944,24.303056,19-01-2012,7261.0,10352.0,1031.0,9478.0,9724.5,8.0,93.5,14687.0,14999.0,12500.0,47203.5,10584.0,2104.0,9785.0,3168.0
558,558.0,-26.03611,30.99778,20-03-2014,6596.5,9333.0,1262.0,8325.0,9723.0,,82.0,13537.0,11522.0,10026.5,,9371.0,2735.0,9106.0,292.5
559,559.0,-27.602222,29.942778,20-03-2014,8422.5,65535.0,578.5,65535.0,9791.5,76.0,36.0,31148.5,29979.5,27027.0,38150.5,65535.0,1116.5,6734.0,
560,560.0,-29.744167,29.905833,20-03-2014,7560.5,9306.0,935.0,8408.0,9725.0,12.0,59.0,12649.0,10628.0,9185.0,44137.0,9330.5,1902.5,8892.0,3083.5
561,561.0,-28.376944,24.303056,05-07-2012,9250.0,9885.0,287.0,9288.0,9724.5,8.5,93.5,12316.0,14253.0,12274.0,40291.0,10556.0,507.0,7422.5,2593.5
562,562.0,-28.376944,24.303056,11-07-2012,9250.0,9885.0,287.0,9288.0,9724.5,8.5,93.5,12316.0,14253.0,12274.0,40291.0,10556.0,507.0,7422.5,2593.5
563,563.0,-29.7775,29.470833,24-03-2014,8042.5,9402.0,741.0,8542.5,9859.0,12.5,,15348.0,13272.0,10256.5,44212.5,9003.0,1463.5,8930.0,2680.5
564,564.0,-28.376944,24.303056,16-08-2012,9303.0,10098.0,266.0,9407.0,9724.5,9.0,93.5,12279.0,14506.0,12644.0,41708.0,10738.0,465.0,7962.0,1767.5
565,565.0,-28.376944,24.303056,30-08-2012,9044.0,10417.0,367.0,9492.5,9724.5,90.0,93.5,13117.0,15930.5,13565.5,45210.0,11250.0,663.0,9338.5,630.0
566,566.0,-28.376944,24.303056,27-09-2012,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
567,567.0,-28.376944,24.303056,17-01-2013,8106.0,19564.0,763.0,19103.5,9724.5,45.0,93.5,21811.0,16221.5,14833.0,25809.5,20021.5,1504.0,3888.5,
568,568.0,-28.376944,24.303056,28-02-2013,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
569,569.0,-29.987778,29.851667,24-03-2014,7669.5,9164.5,925.0,8278.0,9846.5,,76.0,18839.0,13276.5,10279.0,,8679.0,1881.5,9286.5,377.0
570,570.0,-28.376944,24.303056,14-03-2013,7971.5,5225.0,795.0,4771.0,-147.0,-4992.5,-4937.5,6882.0,7622.0,6317.0,23305.5,5309.5,1564.0,9915.5,-4455.5
571,571.0,-28.376944,24.303056,11-04-2013,8876.0,10085.0,446.0,9183.5,9724.5,9.0,93.5,13758.5,14211.0,12269.0,44460.0,10320.5,833.0,9059.5,630.0
572,572.0,-28.376944,24.303056,25-04-2013,8876.0,10085.0,446.0,9183.5,9724.5,9.0,93.5,13758.5,14211.0,12269.0,44460.0,10320.5,833.0,9059.5,630.0
573,573.0,-28.376944,24.303056,09-05-2013,8885.0,10170.0,393.0,9235.0,9724.5,9.0,93.5,13534.0,14541.0,12473.5,42204.5,10641.0,723.0,8074.0,310.5
574,574.0,-28.376944,24.303056,20-06-2013,8928.0,10300.0,393.0,9080.5,9720.0,,93.5,13285.0,14228.0,11978.5,,11023.0,729.0,8124.5,539.0
575,575.0,-28.376944,24.303056,04-07-2013,8010.0,10007.5,700.0,8778.0,9720.0,,93.5,13073.0,13789.0,11712.5,,10624.0,1394.0,7762.5,2591.5
576,576.0,-28.376944,24.303056,18-07-2013,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
577,577.0,-28.376944,24.303056,01-08-2013,9535.0,9730.0,174.0,8888.5,9724.5,8.0,63.0,10466.0,10597.0,9816.5,40722.0,10119.5,283.0,7590.0,300.0
578,578.0,-28.376944,24.303056,15-08-2013,9309.0,10634.0,243.0,9678.5,9724.5,14.0,93.5,13137.0,14786.5,13231.0,42234.0,11618.5,417.0,8111.0,369.5
579,579.0,-28.376944,24.303056,29-08-2013,9420.0,10487.5,218.0,9311.0,9720.0,,93.5,12608.5,14761.5,13373.5,,11133.0,365.0,8775.0,378.0
580,580.0,-28.376944,24.303056,12-09-2013,9420.0,10487.5,218.0,9311.0,9720.0,,93.5,12608.5,14761.5,13373.5,,11133.0,365.0,8775.0,378.0
581,581.0,-28.376944,24.303056,26-09-2013,9261.0,10903.0,302.0,9921.0,9724.5,49.0,93.5,13726.5,17077.5,14999.0,48253.5,11790.0,530.0,10771.5,1089.5
582,582.0,-28.376944,24.303056,10-10-2013,9261.0,10903.0,302.0,9921.0,9724.5,49.0,93.5,13726.5,17077.5,14999.0,48253.5,11790.0,530.0,10771.5,1089.5
583,583.0,-28.376944,24.303056,24-10-2013,8840.0,10889.0,445.0,9485.5,9720.0,,93.5,14313.5,16963.0,14768.0,,11618.5,824.0,11289.5,113.5
584,584.0,-28.376944,24.303056,07-11-2013,8943.0,11108.0,419.0,9456.5,9720.0,,93.5,14895.5,17454.5,14907.5,,12018.5,763.0,12151.0,9576.5
585,585.0,-28.376944,24.303056,21-11-2013,8463.0,10962.5,617.0,9664.5,9720.0,,93.5,15296.0,17409.5,14815.5,,11871.5,1176.0,10555.0,1442.5
586,586.0,-28.376944,24.303056,02-01-2014,6005.0,14183.5,1380.0,13614.0,9724.5,96.0,93.5,16829.0,15424.5,13763.0,29544.0,14632.0,2947.0,5283.0,
587,587.0,-28.376944,24.303056,16-01-2014,8413.5,10632.0,659.5,9160.0,9720.0,,93.5,16500.0,15563.0,13200.5,,10781.5,1278.5,11468.0,15545.0
588,588.0,-28.376944,24.303056,30-01-2014,6870.0,11139.0,1190.0,10139.0,9724.5,8.0,93.5,16928.0,18376.5,14680.5,47024.0,11472.5,2463.0,9673.5,229.5
589,589.0,-28.376944,24.303056,27-02-2014,6998.0,9994.5,1111.0,8581.0,9720.0,,93.5,16515.5,14120.5,11717.5,,9898.5,2269.0,9774.5,1366.0
590,590.0,-29.744167,29.905833,24-03-2014,7637.5,9438.5,944.0,8409.5,9752.0,,69.0,16216.5,13651.5,10569.0,,9133.0,1922.5,9382.5,543.5
591,591.0,-26.45,28.085833,24-03-2014,9316.0,9484.0,263.0,8617.0,9671.5,9.0,89.5,14439.0,15952.0,12999.0,44672.0,10258.0,461.0,9116.0,213.5
592,592.0,-27.935,26.126667,24-03-2014,8981.5,9758.0,386.5,8630.0,9623.0,10.0,77.5,15357.0,14508.0,11891.5,44510.0,9985.0,709.0,8930.0,833.5
593,593.0,-28.141944,26.417778,24-03-2014,8978.0,9370.0,388.0,8519.0,9712.0,9.0,48.5,16402.0,14273.0,11323.0,44463.0,9249.0,712.0,9004.0,699.5
594,594.0,-28.376944,24.303056,05-06-2014,9398.0,9906.0,213.0,8870.0,9720.0,,93.5,12400.0,13465.5,12163.5,,10334.5,365.0,7478.0,445.0
595,595.0,-28.1175,26.719444,24-03-2014,8996.0,9667.0,381.0,8579.0,9699.0,9.0,54.0,14362.0,12396.5,10691.0,44437.0,9727.5,698.0,9004.0,710.0
596,596.0,-22.225556,29.990556,25-03-2014,8429.0,10138.0,620.0,9005.0,9876.0,9.0,,9267.0,7916.5,7784.0,42709.0,10267.0,1218.0,8483.0,146.0
597,597.0,-25.127778,27.628889,25-03-2014,8876.0,9421.0,463.0,8418.0,9806.5,34.0,42.0,15823.5,15468.5,12486.0,44989.0,9526.5,870.5,9376.0,154.5
598,598.0,-24.39619444,27.08983333,25-03-2014,8757.0,9467.5,520.0,8628.5,9585.0,15.0,201.0,12452.0,9827.0,8709.5,44399.5,9908.0,993.0,8967.0,733.5
599,599.0,-24.69514,27.40906,25-03-2014,8928.0,9902.5,447.0,8916.0,9583.0,25.0,117.5,13908.5,10680.0,9173.0,44712.0,9932.0,837.0,9116.0,610.5
600,600.0,-28.376944,24.303056,23-10-2014,9048.0,12237.5,391.0,10718.5,9724.5,103.0,93.5,16766.0,21051.5,18525.0,50477.5,13717.5,713.0,11775.5,4894.5
601,601.0,-30.733889,29.828333,25-03-2014,7253.5,9334.5,1090.0,8291.0,9726.5,,48.5,17200.5,13692.5,10398.5,,8970.0,2267.5,9657.0,1855.5
602,602.0,-26.861111,28.884722,25-03-2014,8358.5,9302.0,594.5,8372.0,9569.0,,,16094.5,13992.0,11049.5,,9359.5,1147.5,8905.0,2436.0
603,603.0,-28.116667,26.725278,25-03-2014,8323.5,9176.5,639.5,8052.0,9831.0,,39.0,15761.5,12752.5,10340.0,,8991.5,1244.5,9099.0,315.0
